dataset,task,task_type,method,split,metric_name,metric_value,ci_lower,ci_upper,n_folds,cell_deg,feature_dim,n_samples,n_test,seed,model_name,model_target
bt-bioclim,bioclim_15,regression,linear,random,r2,0.7103605112465133,0.7041966517579756,0.716524370735051,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_16,regression,linear,random,r2,0.8238547623469188,0.8071981498625203,0.8405113748313173,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_17,regression,linear,random,r2,0.7609671047075426,0.7528161699897178,0.7691180394253674,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_18,regression,linear,random,r2,0.7540625175420291,0.7309914653143073,0.777133569769751,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_19,regression,linear,random,r2,0.6492207428759376,0.6208150730059601,0.6776264127459151,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_01,regression,linear,spatial,r2,0.9738905136541443,0.9707758169631348,0.9770052103451538,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_02,regression,linear,spatial,r2,0.8128431619925289,0.7983376804964166,0.8273486434886412,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_03,regression,linear,spatial,r2,0.943814962591213,0.9367312754998384,0.9508986496825876,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_04,regression,linear,spatial,r2,0.9661178207813593,0.9647433227757506,0.9674923187869681,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_05,regression,linear,spatial,r2,0.9289822340584477,0.9241447183813049,0.9338197497355906,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_06,regression,linear,spatial,r2,0.9763287931969747,0.9741164239551587,0.9785411624387907,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_07,regression,linear,spatial,r2,0.9509500551761301,0.9491210041318993,0.9527791062203609,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_08,regression,linear,spatial,r2,0.7919421355799889,0.7698057546576407,0.8140785165023372,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_09,regression,linear,spatial,r2,0.9279597332192345,0.9150919471385872,0.9408275192998818,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_10,regression,linear,spatial,r2,0.9386105742054653,0.9331571557363907,0.94406399267454,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_11,regression,linear,spatial,r2,0.9793403256912189,0.9774139590160659,0.9812666923663719,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_12,regression,linear,spatial,r2,0.8798664292106118,0.853381052431733,0.9063518059894905,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_13,regression,linear,spatial,r2,0.7738853103085589,0.7023257165459492,0.8454449040711686,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_14,regression,linear,spatial,r2,0.6797735469059132,0.6206440546170887,0.7389030391947377,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_15,regression,linear,spatial,r2,0.6444544172628468,0.5686934153041262,0.7202154192215674,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_16,regression,linear,spatial,r2,0.8011766876446906,0.7496972393784307,0.8526561359109506,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_17,regression,linear,spatial,r2,0.7126240540253532,0.664281434825655,0.7609666732250514,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_18,regression,linear,spatial,r2,0.7188061178944632,0.6709786957245828,0.7666335400643437,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-bioclim,bioclim_19,regression,linear,spatial,r2,0.5734661732437946,0.5191776118640916,0.6277547346234975,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-population,pop_density,regression,linear,random,r2,0.1096793356057556,0.07809068362212271,0.1412679875893885,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-population,pop_density,regression,linear,spatial,r2,0.08596693335143032,0.04535012986541599,0.12658373683744467,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-distroad,maxdist_road,regression,linear,random,r2,0.560885287473433,0.5528085651079786,0.5689620098388875,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
bt-distroad,maxdist_road,regression,linear,spatial,r2,0.5257352052003746,0.4641031024329519,0.5873673079677975,5,10.0,64,9681,9681,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-phys_health,phlth_crudeprev,regression,linear,random,r2,0.4641461450388058,0.45597034090412586,0.47232194917348574,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-phys_health,phlth_crudeprev,regression,linear,spatial,r2,0.19666019909161053,0.12422477856004473,0.26909561962317635,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-diabetes,diabetes_crudeprev,regression,linear,random,r2,0.3425736127618002,0.3376661875627747,0.3474810379608257,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-diabetes,diabetes_crudeprev,regression,linear,spatial,r2,0.0870979218105749,-0.0011589426215957571,0.17535478624274553,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-copd,copd_crudeprev,regression,linear,random,r2,0.5122932533690066,0.5005803798741357,0.5240061268638774,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-copd,copd_crudeprev,regression,linear,spatial,r2,0.29778773628955024,0.23889412455667752,0.35668134802242296,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-cancer,cancer_crudeprev,regression,linear,random,r2,0.24657615122077656,0.23192308009771673,0.2612292223438364,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-cancer,cancer_crudeprev,regression,linear,spatial,r2,0.155324438604341,0.10941121112739666,0.20123766608128535,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-chd,chd_crudeprev,regression,linear,random,r2,0.3825462172756193,0.36458665075461116,0.4005057837966275,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-chd,chd_crudeprev,regression,linear,spatial,r2,0.22719139155069415,0.16103988205322345,0.29334290104816485,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-mental_health,mhlth_crudeprev,regression,linear,random,r2,0.3706289919879617,0.35758630590000584,0.3836716780759175,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-mental_health,mhlth_crudeprev,regression,linear,spatial,r2,0.07912678982460508,-0.022090267421506007,0.18034384707071616,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-checkup,checkup_crudeprev,regression,linear,random,r2,0.6561937934439726,0.6535050121165716,0.6588825747713735,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-checkup,checkup_crudeprev,regression,linear,spatial,r2,0.389056486289788,0.2135084791179596,0.5646044934616165,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-sleep_lt7,sleep_crudeprev,regression,linear,random,r2,0.4607706036822538,0.4510334964107619,0.4705077109537457,5,10.0,64,32409,32409,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-sleep_lt7,sleep_crudeprev,regression,linear,spatial,r2,0.13842907498178708,-0.017324401755987706,0.29418255171956187,5,10.0,64,32409,32409,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-asthma,casthma_crudeprev,regression,linear,random,r2,0.3579484456270848,0.3469826598231001,0.36891423143106944,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-asthma,casthma_crudeprev,regression,linear,spatial,r2,0.019439800465439604,-0.1334399291072092,0.17231953003808842,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-obesity,obesity_crudeprev,regression,linear,random,r2,0.4992164873238904,0.4932611787468468,0.505171795900934,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-obesity,obesity_crudeprev,regression,linear,spatial,r2,0.2712929199015734,0.17130322523714867,0.3712826145659981,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-smoking,csmoking_crudeprev,regression,linear,random,r2,0.4789248347895871,0.471323672448804,0.48652599713037015,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-smoking,csmoking_crudeprev,regression,linear,spatial,r2,0.2346480389598618,0.07700442487039674,0.3922916530493269,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-high_chol,highchol_crudeprev,regression,linear,random,r2,0.283483091928985,0.2712161335500825,0.29575005030788754,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
places-high_chol,highchol_crudeprev,regression,linear,spatial,r2,0.07394105176967178,-0.11090685949082163,0.2587889630301652,5,10.0,64,31435,31435,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-treecover,treecover,regression,linear,random,r2,0.7092466475393666,0.7022577775950825,0.7162355174836508,5,10.0,64,100000,100000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-treecover,treecover,regression,linear,spatial,r2,0.632141318851809,0.5836945983968505,0.6805880393067676,5,10.0,64,100000,100000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-elevation,elevation,regression,linear,random,r2,0.9310561206220571,0.9294035158150367,0.9327087254290776,5,10.0,64,100000,100000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-elevation,elevation,regression,linear,spatial,r2,0.8117723421590922,0.6737464159794129,0.9497982683387716,5,10.0,64,100000,100000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-population,population,regression,linear,random,r2,0.4963215046654123,0.4896950971701592,0.5029479121606655,5,10.0,64,67968,67968,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-population,population,regression,linear,spatial,r2,0.4201951927731331,0.30539575545882336,0.5349946300874429,5,10.0,64,67968,67968,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-nightlights,nightlights,regression,linear,random,r2,0.31971216353105014,0.3168608538941676,0.32256347316793266,5,10.0,64,100000,100000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-nightlights,nightlights,regression,linear,spatial,r2,0.18821441085863108,0.09551647355610937,0.2809123481611528,5,10.0,64,100000,100000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-income,income,regression,linear,random,r2,0.2823987443174642,0.2780221196758817,0.2867753689590467,5,10.0,64,91377,91377,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-income,income,regression,linear,spatial,r2,0.10885081387337796,-0.016657885800911973,0.23435951354766787,5,10.0,64,91377,91377,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-roads,roads,regression,linear,random,r2,0.030667148320295157,0.02833429342144864,0.03300000321914168,5,10.0,64,100000,100000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-roads,roads,regression,linear,spatial,r2,-0.0034330441062169425,-0.016063833149191003,0.009197744936757119,5,10.0,64,100000,100000,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-housing,housing,regression,linear,random,r2,0.4875905835859208,0.4821407755418216,0.49304039163001995,5,10.0,64,54586,54586,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
mosaiks-housing,housing,regression,linear,spatial,r2,0.009686496656033827,-0.2597915761303363,0.279164569442404,5,10.0,64,54586,54586,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
country,country,classification,knn5,random,accuracy,0.9305022497769209,0.9228004800259763,0.9382040195278655,5,10.0,64,8432,8432,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
country,country,classification,linear,random,accuracy,0.7539126753807068,0.7395920491857008,0.7682333015757129,5,10.0,64,8432,8432,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
country,country,classification,knn5,spatial,accuracy,0.770262315564245,0.7345734270212696,0.8059512041072203,5,10.0,64,8432,8432,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
country,country,classification,linear,spatial,accuracy,0.6494217634201049,0.6062413039086623,0.6926022229315476,5,10.0,64,8432,8432,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
ecoregions,biome,classification,knn5,random,accuracy,0.8764501160092808,0.8716810197700477,0.8812192122485139,5,10.0,64,8620,8620,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
ecoregions,biome,classification,linear,random,accuracy,0.7966356992721557,0.7889090977984204,0.804362300745891,5,10.0,64,8620,8620,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
ecoregions,ecoregion,classification,knn5,random,accuracy,0.7302784222737817,0.7193402788247578,0.7412165657228056,5,10.0,64,8620,8620,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
ecoregions,ecoregion,classification,linear,random,accuracy,0.41624128818511963,0.4067767524394868,0.42570582393075246,5,10.0,64,8620,8620,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
ecoregions,biome,classification,knn5,spatial,accuracy,0.7935532928980829,0.7749739477548949,0.8121326380412708,5,10.0,64,8620,8620,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
ecoregions,biome,classification,linear,spatial,accuracy,0.7619138836860657,0.7279505685628808,0.7958771988092507,5,10.0,64,8620,8620,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
ecoregions,ecoregion,classification,knn5,spatial,accuracy,0.4879839921310971,0.4477627627197968,0.5282052215423974,5,10.0,64,8620,8620,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
ecoregions,ecoregion,classification,linear,spatial,accuracy,0.2704602152109146,0.21095307437512956,0.3299673560466997,5,10.0,64,8620,8620,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
worldclim-bio1,bio1,regression,linear,random,r2,0.8869812136898861,0.8778889025568973,0.896073524822875,5,10.0,64,18068,18068,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
worldclim-bio1,bio1,regression,linear,spatial,r2,0.8794541012736101,0.8461995126444695,0.9127086899027508,5,10.0,64,18068,18068,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
worldclim-bio12,bio12,regression,linear,random,r2,0.8820954349614736,0.874680170548025,0.8895106993749221,5,10.0,64,18068,18068,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
worldclim-bio12,bio12,regression,linear,spatial,r2,0.8680852073490237,0.834444797761597,0.9017256169364505,5,10.0,64,18068,18068,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
soilgrids-soc,soc,regression,linear,random,r2,0.7698614852647363,0.7560943181492704,0.7836286523802022,5,10.0,64,4884,4884,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
soilgrids-soc,soc,regression,linear,spatial,r2,0.7072544600340158,0.6446839587464408,0.7698249613215908,5,10.0,64,4884,4884,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
soilgrids-phh2o,phh2o,regression,linear,random,r2,0.887094501950817,0.8765108230880818,0.8976781808135521,5,10.0,64,4884,4884,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
soilgrids-phh2o,phh2o,regression,linear,spatial,r2,0.8724268347189611,0.8632594176593715,0.8815942517785507,5,10.0,64,4884,4884,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
dm-africa_crop_mask,africa_crop_mask,classification,knn5,random,accuracy,0.887717863258317,0.8802735609849132,0.8951621655317209,5,10.0,64,2556,2556,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
dm-africa_crop_mask,africa_crop_mask,classification,linear,random,accuracy,0.8814540982246399,0.873263898163665,0.8896442982856149,5,10.0,64,2556,2556,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
dm-africa_crop_mask,africa_crop_mask,classification,knn5,spatial,accuracy,0.9134266846400605,0.8428861516174533,0.9839672176626677,5,10.0,64,2556,2556,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
dm-africa_crop_mask,africa_crop_mask,classification,linear,spatial,accuracy,0.9184882521629334,0.8484762419708121,0.9885002623550547,5,10.0,64,2556,2556,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
dm-aster_ged,aster_ged,regression,linear,random,r2,0.7873315325278676,0.7832204908724771,0.791442574183258,5,10.0,64,17636,17636,0,mind,torchgeo_bench.coordbench.models.MINDLocationEncoder
